emp_no,first_name,last_name,title,dept_no,dept_name,hire_date,to_date
109681,Marsal,Ramaiah,Senior Engineer,d006,Quality Management,1986-11-21,9999-01-01
109687,Khedija,Gecseg,Staff,d009,Customer Service,1988-11-10,9999-01-01
109696,Poornachandra,Erdmenger,Senior Engineer,d005,Development,1986-03-27,9999-01-01
109699,Pintsang,Duclos,Engineer,d005,Development,1988-02-29,9999-01-01
109729,Sorina,DiGiano,Senior Engineer,d006,Quality Management,1985-10-27,9999-01-01
109730,Mats,Rubsam,Senior Engineer,d006,Quality Management,1987-04-02,9999-01-01
109734,Maya,Plessier,Senior Engineer,d005,Development,1986-05-22,9999-01-01
109740,Jacqueline,Bahl,Staff,d007,Sales,1988-07-24,9999-01-01
109747,Tadahiko,Rullman,Senior Staff,d001,Marketing,1985-10-04,9999-01-01
109748,Dayanand,Suessmith,Engineer,d005,Development,1986-11-24,9999-01-01
109775,Uli,Gill,Senior Staff,d003,Human Resources,1986-05-05,9999-01-01
109787,Shuho,Hebden,Senior Staff,d001,Marketing,1988-10-12,9999-01-01
109790,Torsten,Ravishankar,Senior Engineer,d005,Development,1985-09-19,9999-01-01
109793,Zhanqiu,Oppitz,Senior Engineer,d005,Development,1985-05-29,9999-01-01
109795,Francoise,Fujisaki,Staff,d001,Marketing,1986-07-30,9999-01-01
109799,Bouchung,Stanger,Senior Engineer,d005,Development,1986-03-02,9999-01-01
109809,Kazuhide,Cherinka,Engineer,d004,Production,1987-04-16,9999-01-01
109811,Eric,Wendorf,Senior Engineer,d006,Quality Management,1986-09-02,9999-01-01
109824,Aleksander,Luit,Senior Staff,d007,Sales,1988-09-08,9999-01-01
109827,Eckart,Strooper,Technique Leader,d005,Development,1988-06-14,9999-01-01
109837,Qiwen,Kusakari,Senior Staff,d001,Marketing,1987-02-12,9999-01-01
109851,Heping,Spell,Senior Staff,d008,Research,1985-06-14,9999-01-01
109852,Adel,Kusakabe,Senior Staff,d008,Research,1986-10-21,9999-01-01
109867,Conor,Merle,Engineer,d004,Production,1987-06-01,9999-01-01
109878,Goetz,Goldhammer,Senior Engineer,d005,Development,1985-11-10,9999-01-01
109885,Mooi,Sessa,Senior Staff,d001,Marketing,1986-01-05,9999-01-01
109898,Armond,Cardazo,Senior Engineer,d006,Quality Management,1986-01-27,9999-01-01
109902,Kersti,Terlouw,Staff,d007,Sales,1986-10-08,9999-01-01
109915,Abdelghani,Cannane,Senior Staff,d009,Customer Service,1985-08-15,9999-01-01
109938,Kinh,Isard,Senior Engineer,d005,Development,1988-09-30,9999-01-01
109949,Gian,Chinal,Engineer,d005,Development,1987-05-17,9999-01-01
109951,Nahla,Pell,Senior Engineer,d005,Development,1985-08-18,9999-01-01
109966,Khatoun,Valette,Staff,d007,Sales,1987-07-08,9999-01-01
109970,Irene,Masaki,Engineer,d004,Production,1985-06-15,9999-01-01
109990,Rosalie,Parfitt,Staff,d009,Customer Service,1987-06-23,9999-01-01
109991,Jinxi,Reistad,Senior Engineer,d006,Quality Management,1987-01-13,9999-01-01
109996,Dines,Gelosh,Senior Staff,d009,Customer Service,1987-06-15,9999-01-01
109997,Miquel,Borovoy,Senior Engineer,d005,Development,1988-12-28,9999-01-01
109998,Mizuhito,Heping,Staff,d002,Finance,1986-11-11,9999-01-01
110183,Shirish,Ossenbruggen,Manager,d003,Human Resources,1985-01-01,9999-01-01
110386,Shem,Kieras,Manager,d004,Production,1988-10-14,9999-01-01
111133,Hauke,Zhang,Staff,d007,Sales,1986-12-30,9999-01-01
111534,Hilary,Kambil,Senior Staff,d008,Research,1988-01-31,9999-01-01
111692,Tonny,Butterworth,Staff,d009,Customer Service,1985-01-01,9999-01-01
200008,Zeydy,Hutter,Senior Staff,d005,Development,1986-10-10,9999-01-01
200030,LiMin,Schonegge,Senior Engineer,d005,Development,1985-02-05,9999-01-01
200047,Charlene,Miculan,Senior Staff,d008,Research,1985-05-23,9999-01-01
200048,Ronghao,Remmele,Senior Engineer,d004,Production,1986-08-09,9999-01-01
200050,Kensyu,Thorelli,Senior Engineer,d005,Development,1987-03-18,9999-01-01
200054,Rildo,Cronan,Senior Engineer,d004,Production,1987-09-17,9999-01-01
200069,Chuanyi,Maraist,Staff,d008,Research,1985-06-04,9999-01-01
200070,Yurii,Sury,Senior Engineer,d005,Development,1985-07-27,9999-01-01
200071,Karsten,Boyle,Staff,d002,Finance,1987-06-30,9999-01-01
200074,Muzhong,Birjandi,Staff,d002,Finance,1987-07-06,9999-01-01
200079,Candida,Riefers,Staff,d007,Sales,1987-07-08,9999-01-01
200089,Sampalli,Kuhnemann,Staff,d003,Human Resources,1985-02-08,9999-01-01
200108,Abdelwaheb,Chvatal,Senior Engineer,d005,Development,1985-04-28,9999-01-01
200116,Eben,Nivat,Senior Staff,d007,Sales,1986-08-29,9999-01-01
200148,Sajjan,Schapire,Engineer,d005,Development,1988-04-12,9999-01-01
200166,Huan,Feldmann,Staff,d007,Sales,1988-02-04,9999-01-01
200171,Hilari,Gyorkos,Senior Staff,d007,Sales,1985-08-29,9999-01-01
200185,Fay,Standera,Senior Staff,d009,Customer Service,1988-01-06,9999-01-01
200196,Xuejia,Akazan,Senior Engineer,d009,Customer Service,1987-11-29,9999-01-01
200202,Maria,Radwan,Senior Staff,d001,Marketing,1988-09-19,9999-01-01
200212,Erez,Suomi,Senior Staff,d001,Marketing,1987-10-01,9999-01-01
200216,Jianhua,Merey,Engineer,d004,Production,1987-03-24,9999-01-01
200221,Hinrich,Marquardt,Staff,d009,Customer Service,1987-02-18,9999-01-01
200247,Chaoyi,Beznosov,Senior Staff,d007,Sales,1986-05-25,9999-01-01
200251,King,Vasanthakumar,Engineer,d005,Development,1986-03-20,9999-01-01
200256,Greger,Hockney,Senior Staff,d003,Human Resources,1988-09-01,9999-01-01
200260,Tse,Radivojevic,Senior Engineer,d004,Production,1986-05-01,9999-01-01
200264,Barna,Cusworth,Engineer,d006,Quality Management,1986-03-23,9999-01-01
200274,Heekeun,England,Staff,d001,Marketing,1988-04-12,9999-01-01
200289,Thodoros,Schurmann,Staff,d007,Sales,1987-06-17,9999-01-01
200317,Aleksandar,Angel,Engineer,d006,Quality Management,1987-01-03,9999-01-01
200324,Masamitsu,McDermid,Senior Engineer,d004,Production,1986-09-25,9999-01-01
200332,Feipei,Goldhammer,Engineer,d005,Development,1985-05-18,9999-01-01
200333,Honesty,Kruskal,Senior Engineer,d005,Development,1986-06-18,9999-01-01
200334,Basem,Bojadziev,Senior Engineer,d005,Development,1986-06-21,9999-01-01
200342,Ger,Goldhammer,Staff,d008,Research,1988-01-23,9999-01-01
200348,Abdulla,Back,Senior Engineer,d005,Development,1985-05-13,9999-01-01
200352,Yucel,Jansen,Senior Engineer,d004,Production,1985-06-17,9999-01-01
200365,Shiv,Tramer,Engineer,d004,Production,1985-12-01,9999-01-01
200368,Yuichiro,Kornyak,Technique Leader,d004,Production,1986-05-14,9999-01-01
200370,Rafail,Trumbly,Engineer,d005,Development,1987-07-16,9999-01-01
200380,Foong,Kriebel,Senior Engineer,d004,Production,1988-06-27,9999-01-01
200382,Mansur,Pauthner,Senior Staff,d007,Sales,1986-09-21,9999-01-01
200399,Hairong,Krohn,Senior Engineer,d004,Production,1988-05-30,9999-01-01
200400,Goo,Negoita,Staff,d008,Research,1986-12-08,9999-01-01
200433,Gilbert,Bolotov,Senior Staff,d007,Sales,1988-09-26,9999-01-01
200434,Mabry,Boguraev,Assistant Engineer,d005,Development,1985-10-24,9999-01-01
200443,Goh,Einsfeld,Staff,d003,Human Resources,1986-06-13,9999-01-01
200455,Aksel,Businaro,Senior Staff,d007,Sales,1986-01-24,9999-01-01
200476,Vishwani,Frezza,Engineer,d006,Quality Management,1988-11-28,9999-01-01
200486,Vidar,Junet,Staff,d003,Human Resources,1988-03-07,9999-01-01
200491,Chinhyun,Bain,Senior Engineer,d004,Production,1987-05-07,9999-01-01
200492,Mizuhito,Leonhardt,Staff,d003,Human Resources,1985-10-02,9999-01-01
200499,Rafail,Bultermann,Senior Staff,d001,Marketing,1986-08-23,9999-01-01
200503,Kersti,Schapire,Senior Staff,d009,Customer Service,1985-10-30,9999-01-01
200511,Duke,Gilg,Staff,d007,Sales,1987-03-24,9999-01-01
200512,Christophe,Engberts,Senior Staff,d001,Marketing,1988-05-21,9999-01-01
200526,Divine,Czaja,Engineer,d005,Development,1988-08-28,9999-01-01
200564,Elrique,Kenevan,Senior Staff,d007,Sales,1987-12-30,9999-01-01
200575,Izaskun,Kuzuoka,Staff,d007,Sales,1986-09-05,9999-01-01
200586,Geraldo,Beznosov,Senior Engineer,d006,Quality Management,1988-04-09,9999-01-01
200601,Susuma,Lindqvist,Staff,d008,Research,1985-03-18,9999-01-01
200605,Serenella,Rikino,Staff,d001,Marketing,1986-02-07,9999-01-01
200612,Dannz,Veevers,Senior Staff,d007,Sales,1985-12-31,9999-01-01
200618,Berna,Panienski,Staff,d007,Sales,1985-05-14,9999-01-01
200645,Chuanyi,Guardalben,Staff,d008,Research,1987-03-16,9999-01-01
200658,Nathan,Gire,Senior Staff,d007,Sales,1986-07-31,9999-01-01
200666,Weicheng,Dusink,Staff,d004,Production,1986-03-20,9999-01-01
200687,Berto,Stassinopoulos,Senior Engineer,d004,Production,1985-05-28,9999-01-01
200695,Geraldo,Zongker,Senior Engineer,d008,Research,1985-03-11,9999-01-01
200700,Krister,Ducloy,Staff,d009,Customer Service,1987-03-19,9999-01-01
200702,Mary,Eldridge,Engineer,d005,Development,1985-09-11,9999-01-01
200714,JoAnne,Sudbeck,Staff,d007,Sales,1985-06-29,9999-01-01
200715,Gretta,Schwabacher,Senior Staff,d007,Sales,1988-07-23,9999-01-01
200716,Bodh,Billingsley,Engineer,d006,Quality Management,1988-02-02,9999-01-01
200722,Nahla,Delgrande,Senior Staff,d007,Sales,1987-04-16,9999-01-01
200743,Annemarie,Roohalamini,Senior Staff,d007,Sales,1986-10-16,9999-01-01
200749,Terresa,Haraldson,Senior Engineer,d004,Production,1988-02-24,9999-01-01
200750,Jeane,Kusakabe,Staff,d007,Sales,1985-07-16,9999-01-01
200752,Hausi,Wiegley,Senior Engineer,d004,Production,1988-02-14,9999-01-01
200768,Minghong,Schmittgen,Senior Staff,d007,Sales,1988-04-26,9999-01-01
200776,Sigeru,Merlo,Senior Staff,d001,Marketing,1988-02-17,9999-01-01
200785,Aemilian,Schlenzig,Staff,d008,Research,1988-07-03,9999-01-01
200797,Pragnesh,Kilgore,Senior Engineer,d006,Quality Management,1985-07-18,9999-01-01
200798,Godehard,Kossowski,Senior Engineer,d005,Development,1988-01-04,9999-01-01
200801,Tomokazu,Chorvat,Staff,d002,Finance,1988-06-27,9999-01-01
200809,Arvin,Basawa,Senior Staff,d007,Sales,1986-04-19,9999-01-01
200814,Shai,Hegner,Senior Staff,d003,Human Resources,1987-02-26,9999-01-01
200864,Arco,Bhattacharjee,Staff,d004,Production,1986-07-31,9999-01-01
200880,Francesca,Matheson,Senior Staff,d007,Sales,1985-11-26,9999-01-01
200904,Ziva,Cincotta,Staff,d008,Research,1986-12-26,9999-01-01
200906,Pradeep,Kusakari,Senior Engineer,d004,Production,1987-10-10,9999-01-01
200909,Neven,Krogh,Senior Staff,d002,Finance,1986-05-17,9999-01-01
200951,Shalesh,Brender,Staff,d007,Sales,1988-03-21,9999-01-01
200953,Tadahiro,Lagarias,Engineer,d004,Production,1985-07-15,9999-01-01
200954,Bojan,Garnier,Staff,d009,Customer Service,1988-03-20,9999-01-01
200956,Alassane,Kadhim,Senior Staff,d007,Sales,1985-10-09,9999-01-01
200958,Khatoun,Rabehasaina,Staff,d007,Sales,1988-03-31,9999-01-01
200959,Dhritiman,Speek,Engineer,d004,Production,1988-11-26,9999-01-01
200962,Goh,Melter,Senior Staff,d009,Customer Service,1987-11-04,9999-01-01
200984,Niranjan,Picht,Senior Staff,d008,Research,1986-06-19,9999-01-01
200985,Shichao,Gecseg,Staff,d009,Customer Service,1985-04-26,9999-01-01
200999,Ger,Streng,Engineer,d004,Production,1987-01-23,9999-01-01
201014,Geoff,Siprelle,Senior Staff,d001,Marketing,1985-11-17,9999-01-01
201034,Ioana,Montemayor,Staff,d008,Research,1987-05-26,9999-01-01
201089,Felicidad,Luon,Senior Engineer,d004,Production,1987-01-08,9999-01-01
201092,Alejandro,Hedayat,Senior Engineer,d005,Development,1987-04-28,9999-01-01
201094,Martial,Passafiume,Engineer,d004,Production,1987-09-26,9999-01-01
201098,Laurentiu,Kushner,Engineer,d004,Production,1987-07-26,9999-01-01
201104,Taegyun,Sadowski,Senior Engineer,d004,Production,1985-10-01,9999-01-01
201122,Kristen,Camarinopoulos,Technique Leader,d004,Production,1988-11-15,9999-01-01
201126,Jaewoo,Kitsuregawa,Engineer,d005,Development,1986-10-20,9999-01-01
201127,Parke,Reeker,Staff,d009,Customer Service,1987-08-08,9999-01-01
201132,Tadahiko,Showalter,Staff,d002,Finance,1985-02-24,9999-01-01
201135,Shaw,Jahnichen,Senior Staff,d007,Sales,1985-05-29,9999-01-01
201141,Jiafu,Zielinski,Senior Staff,d007,Sales,1986-08-19,9999-01-01
201150,Chaosheng,Miculan,Assistant Engineer,d005,Development,1988-10-29,9999-01-01
201157,Jasminko,Fontan,Staff,d003,Human Resources,1987-03-01,9999-01-01
201171,Zhenhua,Hofmeyr,Engineer,d006,Quality Management,1988-05-26,9999-01-01
201173,Martien,Vecchi,Senior Engineer,d004,Production,1985-12-21,9999-01-01
201176,Masami,Auyong,Staff,d002,Finance,1988-02-24,9999-01-01
201178,Kristof,Conta,Senior Staff,d007,Sales,1988-11-21,9999-01-01
201190,Zdislav,Melski,Technique Leader,d004,Production,1988-05-25,9999-01-01
201191,Kitty,Basagni,Staff,d007,Sales,1988-09-05,9999-01-01
201194,Oksana,Mersereau,Staff,d001,Marketing,1986-08-11,9999-01-01
201195,Torsten,Trogemann,Staff,d007,Sales,1988-11-14,9999-01-01
201205,Shaunak,Haddadi,Senior Engineer,d005,Development,1988-11-24,9999-01-01
201213,Constantijn,Flexer,Engineer,d004,Production,1987-08-26,9999-01-01
201228,Shem,Jayawardene,Senior Staff,d007,Sales,1986-11-23,9999-01-01
201238,Karlis,Makrucki,Staff,d008,Research,1988-10-30,9999-01-01
201246,Yucel,Marchesini,Senior Engineer,d005,Development,1985-02-21,9999-01-01
201250,Yuguang,Marchesini,Engineer,d006,Quality Management,1986-11-07,9999-01-01
201256,Takanari,Undy,Senior Engineer,d005,Development,1986-05-27,9999-01-01
201266,Uma,Rissanen,Senior Staff,d007,Sales,1988-02-14,9999-01-01
201269,Pranav,Brookman,Senior Engineer,d004,Production,1988-08-18,9999-01-01
201276,Jiang,Nittel,Senior Staff,d009,Customer Service,1985-07-03,9999-01-01
201278,Aloys,Cherinka,Engineer,d005,Development,1987-07-08,9999-01-01
201280,Adit,Varley,Senior Engineer,d006,Quality Management,1987-02-12,9999-01-01
201293,Danae,Yetim,Senior Staff,d008,Research,1986-10-29,9999-01-01
201305,Byong,Khalid,Engineer,d005,Development,1985-07-24,9999-01-01
201306,Mani,Landherr,Staff,d007,Sales,1988-05-05,9999-01-01
201324,Zvonko,Stanfel,Senior Engineer,d005,Development,1986-11-11,9999-01-01
201327,Demos,Pluym,Staff,d003,Human Resources,1985-03-10,9999-01-01
201331,Aleksandar,Mamelak,Staff,d002,Finance,1985-09-25,9999-01-01
201333,Mircea,Perl,Senior Engineer,d005,Development,1985-02-08,9999-01-01
201342,Ramachenga,Maierhofer,Senior Engineer,d005,Development,1985-12-17,9999-01-01
201346,Bouchung,Orlowska,Engineer,d004,Production,1985-04-09,9999-01-01
201348,Renee,Esposito,Engineer,d004,Production,1988-10-16,9999-01-01
201358,Toshimitsu,Erdmenger,Senior Staff,d007,Sales,1988-05-08,9999-01-01
201362,Pradeep,Luck,Senior Staff,d007,Sales,1988-12-22,9999-01-01
201368,Vishu,Baumann,Engineer,d004,Production,1986-11-18,9999-01-01
201374,Luigi,Fendler,Engineer,d005,Development,1985-03-11,9999-01-01
201379,Jagoda,Karnin,Technique Leader,d005,Development,1985-10-28,9999-01-01
201383,Changho,Garnick,Senior Engineer,d006,Quality Management,1986-02-11,9999-01-01
201410,Renny,Gils,Technique Leader,d004,Production,1987-05-12,9999-01-01
201426,Garnet,Sudkamp,Staff,d007,Sales,1988-10-30,9999-01-01
201429,Kristine,Gecsel,Senior Engineer,d008,Research,1988-02-05,9999-01-01
201433,Tonny,Journel,Staff,d002,Finance,1988-04-16,9999-01-01
201444,Hongzhu,Businaro,Senior Engineer,d005,Development,1988-07-10,9999-01-01
201453,Guttorm,Hainaut,Senior Engineer,d006,Quality Management,1988-12-21,9999-01-01
201462,Jolita,Erva,Senior Staff,d007,Sales,1988-02-25,9999-01-01
201465,Etsuo,Peyn,Engineer,d004,Production,1985-05-08,9999-01-01
201492,Shrikanth,Demizu,Senior Staff,d003,Human Resources,1985-05-02,9999-01-01
201517,Yoshinari,Jayawardene,Senior Staff,d009,Customer Service,1988-02-28,9999-01-01
201524,Felicidad,Flasterstein,Engineer,d006,Quality Management,1988-10-25,9999-01-01
201536,Shalesh,Birke,Senior Engineer,d004,Production,1986-05-04,9999-01-01
201544,Krister,Zaiane,Staff,d007,Sales,1986-09-09,9999-01-01
201547,Sampalli,Juneja,Senior Staff,d007,Sales,1988-01-20,9999-01-01
201560,Brendon,Varley,Senior Staff,d009,Customer Service,1987-06-21,9999-01-01
201573,Nikolaus,Herath,Senior Engineer,d004,Production,1985-04-09,9999-01-01
201583,Boutros,Woycyznski,Staff,d009,Customer Service,1987-04-04,9999-01-01
201603,Vincent,Lores,Senior Engineer,d005,Development,1985-07-15,9999-01-01
201621,Kagan,Plump,Staff,d002,Finance,1985-02-09,9999-01-01
201628,Chaoyi,Massonet,Engineer,d004,Production,1987-10-23,9999-01-01
201633,Shigehito,Vidal,Senior Staff,d002,Finance,1987-01-31,9999-01-01
201645,Gino,Olano,Staff,d007,Sales,1985-05-28,9999-01-01
201651,Isaac,Yetim,Senior Engineer,d005,Development,1986-08-30,9999-01-01
201662,Khalid,Cronau,Senior Engineer,d004,Production,1985-07-30,9999-01-01
201678,Alper,McFarlan,Senior Engineer,d004,Production,1985-11-24,9999-01-01
201686,Brewster,Comte,Senior Engineer,d004,Production,1987-06-01,9999-01-01
201701,Yishai,Tasistro,Senior Engineer,d005,Development,1985-11-22,9999-01-01
201714,Lokesh,Hinsberger,Senior Engineer,d006,Quality Management,1985-04-22,9999-01-01
201729,Fuqing,Nilsson,Senior Engineer,d005,Development,1988-12-31,9999-01-01
201733,Kirk,Melichar,Engineer,d004,Production,1985-10-06,9999-01-01
201742,Dung,Erva,Senior Staff,d008,Research,1987-08-08,9999-01-01
201777,Wonhee,Perl,Staff,d001,Marketing,1985-05-23,9999-01-01
201782,Nidapan,Provine,Senior Engineer,d004,Production,1987-02-02,9999-01-01
201796,Zengping,Poehlman,Engineer,d005,Development,1985-04-05,9999-01-01
201810,Sadegh,Syang,Engineer,d004,Production,1986-12-24,9999-01-01
201819,Jaihie,Taubman,Staff,d009,Customer Service,1985-12-06,9999-01-01
201821,Arne,Eterovic,Senior Engineer,d004,Production,1985-02-06,9999-01-01
201848,Elvis,Ebeling,Staff,d007,Sales,1988-12-27,9999-01-01
201854,Lunjin,Varman,Senior Engineer,d006,Quality Management,1987-04-11,9999-01-01
201860,Demin,Sewelson,Senior Engineer,d004,Production,1986-11-03,9999-01-01
201878,Mani,Binding,Staff,d007,Sales,1985-12-28,9999-01-01
201879,Paloma,Crelier,Staff,d002,Finance,1985-06-18,9999-01-01
201884,Chikara,Matzat,Engineer,d004,Production,1985-09-23,9999-01-01
201896,Fusako,Kohling,Senior Engineer,d005,Development,1988-07-08,9999-01-01
201911,Sanjay,Yeung,Staff,d002,Finance,1985-05-09,9999-01-01
201914,Mohamadou,Veccia,Staff,d009,Customer Service,1987-11-16,9999-01-01
201931,Chirstian,Anily,Technique Leader,d005,Development,1987-09-06,9999-01-01
201936,Remmert,Ishibashi,Staff,d008,Research,1987-03-06,9999-01-01
201944,Shooichi,Guting,Senior Engineer,d005,Development,1988-11-05,9999-01-01
201953,Hercules,Waeselynck,Senior Engineer,d004,Production,1985-08-03,9999-01-01
201956,Kazuhito,Biron,Engineer,d005,Development,1985-09-28,9999-01-01
201957,Moheb,Iisaku,Engineer,d004,Production,1985-05-25,9999-01-01
201959,Kazuhito,Yurek,Senior Engineer,d005,Development,1988-09-28,9999-01-01
201964,Val,Kropp,Engineer,d005,Development,1985-11-01,9999-01-01
201974,Yuchang,Georgakopoulos,Senior Engineer,d005,Development,1986-04-12,9999-01-01
201976,Achilleas,Rosay,Engineer,d004,Production,1987-12-12,9999-01-01
201983,Janche,Radhakrishnan,Staff,d009,Customer Service,1986-04-29,9999-01-01
201992,Prasadram,Journel,Senior Staff,d008,Research,1988-09-07,9999-01-01
201997,Aran,Baez,Senior Staff,d008,Research,1985-04-07,9999-01-01
202000,Erzsebet,Passino,Senior Engineer,d005,Development,1987-06-13,9999-01-01
202006,Gritta,Peac,Engineer,d005,Development,1987-04-25,9999-01-01
202013,Tremaine,Luders,Senior Staff,d007,Sales,1986-10-05,9999-01-01
202014,Mara,Bernatsky,Staff,d007,Sales,1987-05-22,9999-01-01
202023,Mabhin,Radivojevic,Engineer,d005,Development,1988-07-18,9999-01-01
202027,Arve,Puoti,Senior Staff,d002,Finance,1985-11-05,9999-01-01
202033,Nishit,Oaver,Engineer,d004,Production,1986-04-18,9999-01-01
202042,Margareta,Strehl,Staff,d007,Sales,1988-01-16,9999-01-01
202059,Kazuhide,Pietracaprina,Senior Staff,d008,Research,1987-12-30,9999-01-01
202063,Xiaoqiu,Flanders,Staff,d007,Sales,1985-04-24,9999-01-01
202075,Stafford,Peternell,Staff,d009,Customer Service,1985-02-04,9999-01-01
202083,Kwok,Heinisuo,Staff,d008,Research,1986-04-11,9999-01-01
202111,Irene,Breugel,Staff,d003,Human Resources,1988-07-27,9999-01-01
202119,Adib,Passino,Staff,d001,Marketing,1988-05-07,9999-01-01
202142,LiMin,Varley,Engineer,d008,Research,1986-09-11,9999-01-01
202144,Atreye,Reutenauer,Senior Engineer,d004,Production,1987-01-26,9999-01-01
202145,Lubomir,Ghandeharizadeh,Assistant Engineer,d004,Production,1985-12-15,9999-01-01
202149,Pragnesh,Bridgland,Staff,d007,Sales,1987-05-15,9999-01-01
202163,Fayez,Dayana,Senior Staff,d003,Human Resources,1988-10-31,9999-01-01
202173,Ekawit,Veeraraghavan,Senior Staff,d009,Customer Service,1986-02-28,9999-01-01
202175,Dzung,Akaboshi,Technique Leader,d004,Production,1985-09-22,9999-01-01
202179,Emran,Munch,Engineer,d005,Development,1985-12-10,9999-01-01
202190,Aemilian,Braccini,Senior Engineer,d004,Production,1987-07-25,9999-01-01
202211,Izaskun,Janocha,Engineer,d004,Production,1986-10-16,9999-01-01
202223,Marit,Waschkowski,Staff,d007,Sales,1985-04-21,9999-01-01
202232,Mack,Lalonde,Senior Engineer,d005,Development,1985-02-11,9999-01-01
